District,Site,Site_Type,Site_EQHazardLevel,Site_EQRiskLevel,Site_Soil,Site_Liquefaction,Site_GroundMotionPercentile,Site_HasGeotechnicalStudy,Site_ShearWaveVelocity,Building,Building_Type,Building_HasEvaluation,Building_YearBuilt,BuildingArea_Name,BuildingArea_YearBuilt,BuildingArea_CodeYear,BuildingArea_NumberOfFloors,BuildingArea_ConstructionType,BuildingArea_VerticalIrregularity,BuildingArea_HorizontalIrregularity,BuildingArea_ExistingRisk,BuildingArea_HasRetrofit,BuildingArea_RetrofitRisk,BuildingArea_CodeRisk
Evergreen (Clark),Frontier Middle School,Middle/Junior High School - Rural,High,,Rock - Very Dense Soil/Soft Rock,Very Low,31,Yes,,300 Building,Classroom Building - Slabs On Grade,No,1995,Main Area,1995,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Low,No,Low,Low
Evergreen (Clark),Frontier Middle School,Middle/Junior High School - Rural,High,,Rock - Very Dense Soil/Soft Rock,Very Low,31,Yes,,Detached Covered Play,Covered Play,No,2022,Detached Covered Play,2022,2003-Present,,,,,,No,,
Evergreen (Clark),Harmony Elementary School,Elementary School - Rural,Moderate,Moderate,Very Dense Soil and Soft Rock,Very Low,32,No,,Main Building,Elementary School - Single Story,No,1991,Main Area,1991,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Low,No,Low,Low
Evergreen (Clark),Harmony Elementary School,Elementary School - Rural,Moderate,Moderate,Very Dense Soil and Soft Rock,Very Low,32,No,,Main Building,Elementary School - Single Story,No,1991,Main Area,1991,Unknown,1,Steel Moment Frame,Severe,None,Moderate,No,Low,Low
Evergreen (Clark),Hearthwood Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,34,No,,Main Building,Elementary School - Single Story,No,1981,Main Area,1981,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,Yes,Moderate,No,Low,Low
Evergreen (Clark),Hearthwood Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,34,No,,Main Building,Elementary School - Single Story,No,1981,Main Area,1981,Unknown,1,Steel Moment Frame,Severe,Yes,High,No,Low,Low
Evergreen (Clark),Henrietta Lacks Health and Bioscience Academy,High School - Urban,High,,Very Dense Soil and Soft Rock,Very Low,34,Yes,,Main Building,Classroom Building - Multi-Story,No,2013,Main Area,2013,2003-Present,,Steel Moment Frame,Severe,Yes,,No,,
Evergreen (Clark),Heritage High School,High School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,31,Yes,,Annex Building,Classroom Building - Slabs On Grade,No,2022,Annex Building,2022,2003-Present,,,,,,No,,
Evergreen (Clark),Heritage High School,High School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,31,Yes,,Main Building,High School - Multi-Story,No,1999,Main Area,1999,Unknown,,Steel Moment Frame,Severe,Yes,,No,,
Evergreen (Clark),Heritage High School,High School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,31,Yes,,Main Building,High School - Multi-Story,No,1999,Music Room ,2022,2003-Present,,,,,,No,,
Evergreen (Clark),Heritage High School,High School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,31,Yes,,Music Room Addition,Classroom Building - Slabs On Grade,No,2022,Music Room Addition,2022,2003-Present,,,,,,No,,
Evergreen (Clark),Home Choice Academy,K-8,Moderate,Low,Very Dense Soil and Soft Rock,Very Low,33,No,,Home Choice Academy,Classroom Building - Crawl Space,No,2003,Main Area,2003,Unknown,1,"Wood, Light Frame",Severe,Yes,Low,No,,
Evergreen (Clark),Illahee Elementary School,Elementary School - Rural,High,Low,Very Dense Soil and Soft Rock,Very Low,33,Yes,,Main Building,Elementary School - Single Story,No,2001,Main Area,2001,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Low,No,,
Evergreen (Clark),Illahee Elementary School,Elementary School - Rural,High,Low,Very Dense Soil and Soft Rock,Very Low,33,Yes,,Main Building,Elementary School - Single Story,No,2001,Main Area,2001,Unknown,1,Steel Moment Frame,Severe,None,Low,No,,
Evergreen (Clark),Image Elementary,Elementary School - Rural,Moderate,,Rock - Very Dense Soil/Soft Rock,Very Low,32,No,,Detached Covered Play,Covered Play,No,2020,Detached Covered Play,2020,2003-Present,,,,,,No,,
Evergreen (Clark),Image Elementary,Elementary School - Rural,Moderate,,Rock - Very Dense Soil/Soft Rock,Very Low,32,No,,Main Building,Classroom Building - Multi-Story,No,2020,Main Building,2021,2003-Present,,,,,,No,,
Evergreen (Clark),Image Elementary School (old),Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32,No,,Main,Elementary School - Single Story,No,1976,2 - Covered Play,1976,Unknown,1,Steel Moment Frame,Severe,None,High,No,Low,Low
Evergreen (Clark),Image Elementary School (old),Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32,No,,Main,Elementary School - Single Story,No,1976,Main Area,1976,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Moderate,No,Low,Low
Evergreen (Clark),Legacy High School,High School - Rural,Moderate,Moderate,Very Dense Soil and Soft Rock,Very Low,34,No,,Main Building,High School - Single Story,No,1987,Main Area,1987,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Moderate,No,Low,Low
Evergreen (Clark),Legacy High School,High School - Rural,Moderate,Moderate,Very Dense Soil and Soft Rock,Very Low,34,No,,Main Building,High School - Single Story,No,1987,Main Area,2000,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Low,No,,
Evergreen (Clark),Legacy/Hollingsworth/Archway,High School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,33,No,,Archway,Classroom Building - Slabs On Grade,No,2021,Main Building,2021,2003-Present,,,,,,No,,
Evergreen (Clark),Legacy/Hollingsworth/Archway,High School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,33,No,,Legacy/Hollingsworth,Classroom Building - Multi-Story,No,2021,Legacy,2021,2003-Present,,,,,,No,,
Evergreen (Clark),Marrion Elementary,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,34,No,,Detached Covered Play,Covered Play,No,2020,Detached Covered Play,2020,2003-Present,,,,,,No,,
Evergreen (Clark),Marrion Elementary,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,34,No,,Main Building,Classroom Building - Multi-Story,No,2020,Main Building,2020,2003-Present,,,,,,No,,
Evergreen (Clark),Mill Plain Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,34,No,,100 Bldg,Elementary School - Single Story,No,1952,Main Area,1952,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Moderate,No,Low,Low
Evergreen (Clark),Mill Plain Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,34,No,,100 Bldg,Elementary School - Single Story,No,1952,Main Area,1955,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Moderate,No,Low,Low
Evergreen (Clark),Mill Plain Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,34,No,,200 Bldg,Classroom Building - Slabs On Grade,No,1955,Main Area,1955,<1973,1,,,,,No,,
Evergreen (Clark),Mill Plain Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,34,No,,300 Classroom/Media Bldg,Classroom Building - Slabs On Grade,No,1999,Main Area,1999,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Low,No,,
Evergreen (Clark),Mill Plain Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,34,No,,Gym Bldg,Gymnasium,No,1955,6 - COVERED PLAY,1999,Unknown,1,Steel Moment Frame,Severe,None,Low,No,,
Evergreen (Clark),Mill Plain Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,34,No,,Gym Bldg,Gymnasium,No,1955,Main Area,1955,<1973,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,None,High,No,Low,Low
Evergreen (Clark),Mountain View High School,High School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,35,Yes,,Main Building,Classroom Building - Multi-Story,No,2022,Main Building,2000,Unknown,,,,,,No,,
Evergreen (Clark),Orchards Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,32,Yes,,Detached Covered Play,Covered Play,No,2021,Detached Covered Play,2021,2003-Present,,,,,,No,,
Evergreen (Clark),Orchards Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,32,Yes,,Main Building,Elementary School - Multi-Story,No,2006,1-Main Building,2006,2003-Present,,Steel Frame with Cast-in-Place Concrete Shear Walls,Severe,Yes,,No,,
Evergreen (Clark),Orchards Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,32,Yes,,Main Building,Elementary School - Multi-Story,No,2006,2- Covered Play,2006,2003-Present,,Steel Moment Frame,Severe,Yes,,No,,
Evergreen (Clark),Pacific Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32,No,,100 Shop and Arts Building,Wood Shop,No,1983,Main Area,1983,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Moderate,No,Low,Low
Evergreen (Clark),Pacific Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32,No,,200 Music Building,Music,No,1983,Main Area,1983,Unknown,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,None,High,No,Low,Low
Evergreen (Clark),Pacific Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32,No,,300 Main Building,Administrative,No,1983,Main Area,1983,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Moderate,No,Low,Low
Evergreen (Clark),Pacific Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32,No,,400 Gym Building,Gymnasium,No,1983,Main Area,1983,Unknown,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,None,High,No,Low,Low
Evergreen (Clark),Pacific Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32,No,,Covered Play,Covered Play,No,2002,Covered play,2002,Unknown,1,Steel Moment Frame,Severe,None,Low,No,,
Evergreen (Clark),Pioneer Elementary School,Elementary School - Rural,Moderate,Low,Rock - Very Dense Soil/Soft Rock,Very Low,31,No,,Main Building,Elementary School - Single Story,No,1993,2 - Covered Play,1993,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Low,No,Low,Low
Evergreen (Clark),Pioneer Elementary School,Elementary School - Rural,Moderate,Low,Rock - Very Dense Soil/Soft Rock,Very Low,31,No,,Main Building,Elementary School - Single Story,No,1993,Main Area,1993,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Low,No,Low,Low
Evergreen (Clark),Riverview Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,35,No,,Main Building,Elementary School - Single Story,No,1976,2 - Covered Play,1976,Unknown,1,Steel Moment Frame,Severe,None,High,No,Low,Low
Evergreen (Clark),Riverview Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,35,No,,Main Building,Elementary School - Single Story,No,1976,Main Area,1976,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Moderate,No,Low,Low
Evergreen (Clark),Shahala Middle School,Middle/Junior High School - Rural,Moderate,Low,Very Dense Soil and Soft Rock,Very Low,34,No,,Main Building,Middle/Junior High School - Single Story,No,2001,Main Area,2001,Unknown,1,Steel Moment Frame,Severe,Yes,Low,No,,
Evergreen (Clark),Shahala Middle School,Middle/Junior High School - Rural,Moderate,Low,Very Dense Soil and Soft Rock,Very Low,34,No,,Main Building,Middle/Junior High School - Single Story,No,2001,Main Area,2001,Unknown,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,Yes,Low,No,,
Evergreen (Clark),Sifton Elementary,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,31,No,,Detached Covered Play,Covered Play,No,2020,Detached Covered Play,2020,2003-Present,,,,,,No,,
Evergreen (Clark),Sifton Elementary,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,31,No,,Main Building,Classroom Building - Multi-Story,No,2020,Main Building,2020,2003-Present,,,,,,No,,
Evergreen (Clark),Silver Star Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,31,No,,200 Building (Gym),Gymnasium,No,1973,3 - Covered Play,1973,Unknown,1,Steel Moment Frame,Severe,None,Very High,No,Low,Low
Evergreen (Clark),Silver Star Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,31,No,,200 Building (Gym),Gymnasium,No,1973,Main Area,1973,Unknown,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,None,High,No,Low,Low
Evergreen (Clark),Silver Star Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,31,No,,Covered Play,Covered Play,No,2002,Main Area,2002,Unknown,1,Steel Moment Frame,,,,No,,
Evergreen (Clark),Silver Star Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,31,No,,Main Building,Elementary School - Single Story,No,1973,Main Area,1973,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Moderate,No,Low,Low
Evergreen (Clark),Sunset Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32,No,,Main Building,Elementary School - Single Story,No,1976,2-Covered Play,1976,Unknown,1,Steel Moment Frame,Severe,None,High,No,Low,Low
Evergreen (Clark),Sunset Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32,No,,Main Building,Elementary School - Single Story,No,1976,Main Area,1976,Unknown,1,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,None,Moderate,No,Low,Low
Evergreen (Clark),Union High School,High School - Rural,High,,Rock - Very Dense Soil/Soft Rock,Very Low,33,Yes,,100 Building,Classroom Building - Multi-Story,No,2007,Main Area,2007,2003-Present,,Steel Braced Frame,Severe,None,,No,,
Evergreen (Clark),Union High School,High School - Rural,High,,Rock - Very Dense Soil/Soft Rock,Very Low,33,Yes,,200 Building,Classroom Building - Multi-Story,No,2007,Main Area,2007,2003-Present,,Steel Braced Frame,Severe,None,,No,,
Evergreen (Clark),Union High School,High School - Rural,High,,Rock - Very Dense Soil/Soft Rock,Very Low,33,Yes,,300 Building,Classroom Building - Multi-Story,No,2007,Main Area,2007,2003-Present,,Steel Braced Frame,Severe,None,,No,,
Evergreen (Clark),Union High School,High School - Rural,High,,Rock - Very Dense Soil/Soft Rock,Very Low,33,Yes,,400 Building,Classroom Building - Multi-Story,No,2007,Main Area,2007,2003-Present,,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,None,,No,,
Evergreen (Clark),Union High School,High School - Rural,High,,Rock - Very Dense Soil/Soft Rock,Very Low,33,Yes,,500 Building,High School - Multi-Story,No,2007,Main Area,2007,2003-Present,,Steel Braced Frame,Severe,None,,No,,
Evergreen (Clark),Wy'East Middle School,Middle/Junior High School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,35,No,,Gymnasium Building,Gymnasium,No,1979,2-Covered Play,1979,Unknown,1,Steel Moment Frame,Severe,None,High,No,Low,Low
Evergreen (Clark),Wy'East Middle School,Middle/Junior High School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,35,No,,Gymnasium Building,Gymnasium,No,1979,Main Area,1979,Unknown,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,None,High,No,Low,Low
Evergreen (Clark),Wy'East Middle School,Middle/Junior High School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,35,No,,Main Building,Classroom Building - Multi-Story,No,2022,Main Building,2022,2003-Present,,,,,,No,,
Evergreen (Clark),York Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,31,Yes,,Detached Covered Play,Covered Play,No,2021,Detached Covered Play,2021,2003-Present,,,,,,No,,
Evergreen (Clark),York Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,31,Yes,,Main Building,Elementary School - Multi-Story,No,2003,1 - Main Building,2003,Unknown,,Steel Frame with Cast-in-Place Concrete Shear Walls,Severe,Yes,,No,,
Evergreen (Clark),York Elementary School,Elementary School - Rural,High,,Very Dense Soil and Soft Rock,Very Low,31,Yes,,Main Building,Elementary School - Multi-Story,No,2003,2 - Covered Play,2003,Unknown,,Steel Moment Frame,Severe,Yes,,No,,
Evergreen (Stevens),Evergreen School,Elementary School - Rural,Low,,Very Dense Soil and Soft Rock,Very Low,3,No,,covered play,Covered Play,No,2007,covered play,2007,2003-Present,1,,,,,No,,
Evergreen (Stevens),Evergreen School,Elementary School - Rural,Low,,Very Dense Soil and Soft Rock,Very Low,3,No,,Main Building,Elementary School - Single Story,No,1958,Main Area,1958,<1973,1,,,,,No,,
Evergreen (Stevens),Evergreen School,Elementary School - Rural,Low,,Very Dense Soil and Soft Rock,Very Low,3,No,,Office Building,Administrative,No,1958,Main Area,1958,<1973,1,,,,,No,,
Federal Way,Adelaide Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,76,No,,Building 2,Elementary School - Single Story,Yes,1967,Main Area,1967,<1973,1,Unreinforced Masonry Bearing Walls,None,None,Very High,No,Low,Low
Federal Way,Adelaide Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,76,No,,Main Building,Elementary School - Single Story,Yes,1964,1967 Addition,1967,<1973,1,Unreinforced Masonry Bearing Walls,None,Yes,Very High,No,Low,Low
Federal Way,Adelaide Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,76,No,,Main Building,Elementary School - Single Story,Yes,1964,Main Building,1964,<1973,1,Unreinforced Masonry Bearing Walls,None,Yes,Very High,No,Low,Low
Federal Way,Adelaide Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,76,No,,Play Shed,Covered Play,Yes,1964,Main Area,1964,<1973,1,"Wood, Light Frame",None,Yes,Moderate,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Main Office Building - E,Elementary School - Single Story,Yes,1969,Administrative Areas,1969,<1973,1,"Wood, Light Frame",None,None,Moderate,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Main Office Building - E,Elementary School - Single Story,Yes,1969,Restrooms/Furnaces,1989,1976-1985,1,"Wood, Light Frame",None,None,Low,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Multipurpose Building - C,Elementary School - Single Story,Yes,1969,Main Area,1970,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,High,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Play Shed,Covered Play,Yes,1970,Main Area,1970,<1973,1,"Wood, Light Frame",None,None,Moderate,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Rooms 20-25 and Kitchen - B,Elementary School - Single Story,Yes,1969,Building 20,1969,<1973,1,"Wood, Light Frame",None,None,Moderate,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Rooms 20-25 and Kitchen - B,Elementary School - Single Story,Yes,1969,Restrooms/Furnaces,1989,1976-1985,1,"Wood, Light Frame",None,None,Low,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Rooms 30-35 - F,Elementary School - Single Story,Yes,1969,Building 30,1969,<1973,1,"Wood, Light Frame",None,None,Moderate,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Rooms 30-35 - F,Elementary School - Single Story,Yes,1969,Restrooms/Furnaces,1989,1976-1985,1,"Wood, Light Frame",None,None,Low,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Rooms 40-43 and Library - D,Elementary School - Single Story,Yes,1969,Building 40/Library,1969,<1973,1,"Wood, Light Frame",None,None,Moderate,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Rooms 40-43 and Library - D,Elementary School - Single Story,Yes,1969,Restrooms/Furnaces,1989,1976-1985,1,"Wood, Light Frame",None,None,Low,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Rooms 50-58 - A,Elementary School - Single Story,Yes,1969,Building 50,1969,<1973,1,"Wood, Light Frame",None,None,Moderate,No,Low,Low
Federal Way,Brigadoon Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,74,Yes,435,Rooms 50-58 - A,Elementary School - Single Story,Yes,1969,Restrooms/Furnaces,1989,1976-1985,1,"Wood, Light Frame",None,None,Low,No,Low,Low
Federal Way,Camelot Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,68,Yes,412,Main Building,Elementary School - Single Story,Yes,1964,Addition,1975,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,High,No,Low,Low
Federal Way,Camelot Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,68,Yes,412,Main Building,Elementary School - Single Story,Yes,1964,Main Building,1964,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,High,No,Low,Low
Federal Way,Camelot Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,68,Yes,412,Main Building,Elementary School - Single Story,Yes,1964,Main Building Add'n,1989,1976-1985,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,Low,No,Low,Low
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75,No,,Gymnasium,Gymnasium,Yes,1976,Addition,1987,1976-1985,1,Precast Concrete Tilt-Up Walls,Moderate,Yes,High,No,Low,Low
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75,No,,Gymnasium,Gymnasium,Yes,1976,Gym,1976,1973,1,Precast Concrete Tilt-Up Walls,Moderate,Yes,Very High,No,Low,Low
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75,No,,Horticulture,Greenhouse,Yes,1986,Main Area,1987,1976-1985,1,"Wood, Light Frame",None,Yes,Low,No,Low,Low
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75,No,,Main Building,High School - Single Story,Yes,1976,Addition,2001,1997,1,Precast Concrete Tilt-Up Walls,Moderate,Yes,Moderate,No,,
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75,No,,Main Building,High School - Single Story,Yes,1976,Additions,1987,1976-1985,1,Precast Concrete Tilt-Up Walls,Moderate,Yes,High,No,Low,Low
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75,No,,Main Building,High School - Single Story,Yes,1976,Main Building,1976,<1973,1,Precast Concrete Tilt-Up Walls,Moderate,Yes,Very High,No,Low,Low
Federal Way,Enterprise Elementary School,Elementary School - Rural,Moderate,Low,Very Dense Soil and Soft Rock,Very Low,69,No,,Main Building,Elementary School - Single Story,Yes,1994,Main Area,1994,1988-1991,1,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,None,Low,No,Low,Low
Federal Way,Enterprise Elementary School,Elementary School - Rural,Moderate,Low,Very Dense Soil and Soft Rock,Very Low,69,No,,Play Shed,Covered Play,Yes,1994,Main Area,1994,1988-1991,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,None,None,Low,No,Low,Low
Federal Way,ES24 FWPS Temporary Housing Site,Elementary School - Urban,Moderate,Low,Very Dense Soil and Soft Rock,Very Low,64,No,,Main Building,Elementary School - Multi-Story,Yes,2001,Main Area,2001,1997,2,Precast Concrete Tilt-Up Walls,None,None,Low,No,,
Federal Way,Federal Way High School,High School - Rural,Moderate,Low,Very Dense Soil and Soft Rock,Very Low,71,No,,Main Building,High School - Multi-Story,Yes,2018,Main Area,2018,2003-Present,2,Steel Braced Frame,Moderate,Yes,Low,No,,
Federal Way,Federal Way Public Academy,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,68,No,,Main Building,High School - Single Story,Yes,2005,Main Area,2005,2003-Present,1,Precast Concrete Tilt-Up Walls,None,None,Low,No,,
Federal Way,Federal Way Public Academy,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,68,No,,Main Building,High School - Single Story,Yes,2005,Main Building,1979,1976-1985,1,Precast Concrete Tilt-Up Walls,None,None,High,No,Low,Low
Federal Way,Green Gables Elementary School,Elementary School - Rural,Moderate,Low,Very Dense Soil and Soft Rock,Very Low,76,No,,Green Gables,Elementary School - Multi-Story,Yes,1993,Main Area,1993,1988-1991,1,"Wood, Light Frame",None,Yes,Low,No,Low,Low
Federal Way,Green Gables Elementary School,Elementary School - Rural,Moderate,Low,Very Dense Soil and Soft Rock,Very Low,76,No,,Play Shed,Covered Play,Yes,1993,Main Area,1993,1988-1991,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,None,None,Low,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68,No,,100 Building - AA Area A,Middle/Junior High School - Single Story,Yes,1970,Main Area,1970,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68,No,,200 Building - AA Area B,Classroom Building - Slabs On Grade,Yes,1970,Main Area,1970,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68,No,,300 Building - AA Area C,Junior/Senior High School - Single Story,Yes,1970,Main Area,1970,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68,No,,400 Building - AA Area D,Junior/Senior High School - Single Story,Yes,1970,Main Area,1970,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,High,No,Low,Low
