District,Site,Site_Type,Site_EQHazardLevel,Site_EQRiskLevel,Site_Soil,Site_Liquefaction,Site_GroundMotionPercentile,Site_HasGeotechnicalStudy,Site_ShearWaveVelocity,Building,Building_Type,Building_HasEvaluation,Building_YearBuilt,BuildingArea_Name,BuildingArea_YearBuilt,BuildingArea_CodeYear,BuildingArea_NumberOfFloors,BuildingArea_ConstructionType,BuildingArea_VerticalIrregularity,BuildingArea_HorizontalIrregularity,BuildingArea_ExistingRisk,BuildingArea_HasRetrofit,BuildingArea_RetrofitRisk,BuildingArea_CodeRisk
Everett,Mill Creek Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,81.0,Yes,,"D Building (Office, Library 1402)",Classroom Building - Slabs On Grade,Yes,1989,Main Area,1989.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,High,No,Low,Low
Everett,Mill Creek Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,81.0,Yes,,"D Building (Office, Library 1402)",Classroom Building - Slabs On Grade,Yes,1989,Vestibule,2019.0,2003-Present,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Low,No,,
Everett,Mill Creek Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,81.0,Yes,,"E Building (Gym, Cafeteria 1401)",Classroom Building - Slabs On Grade,Yes,1989,Main Area,1989.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,High,No,Low,Low
Everett,Silver Firs Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,77.0,Yes,,A Building (Classrooms East 1503),Classroom Building - Slabs On Grade,Yes,1989,Main Area,1989.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,High,No,Low,Low
Everett,Silver Firs Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,77.0,Yes,,B Building (Classrooms North 1504),Classroom Building - Slabs On Grade,Yes,1989,Main Area,1989.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,High,No,Low,Low
Everett,Silver Firs Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,77.0,Yes,,C Building (Classrooms West 1505),Classroom Building - Slabs On Grade,Yes,1989,Main Area,1989.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Moderate,No,Low,Low
Everett,Silver Firs Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,77.0,Yes,,Covered Play,Covered Play,Yes,1989,Main Area,1989.0,Unknown,1.0,Reinforced Masonry Bearing Walls with Precast Concrete Diaphragms,Severe,,High,No,Low,Low
Everett,Silver Firs Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,77.0,Yes,,"D Building (Office, Library 1502)",Classroom Building - Slabs On Grade,Yes,1989,Main Area,1989.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,High,No,Low,Low
Everett,Silver Firs Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,77.0,Yes,,"D Building (Office, Library 1502)",Classroom Building - Slabs On Grade,Yes,1989,Vestibule Addition,2018.0,2003-Present,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Low,No,,
Everett,Silver Firs Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,77.0,Yes,,"E Building (Gym, Cafeteria 1501)",Classroom Building - Slabs On Grade,Yes,1989,Main Area,1989.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,High,No,Low,Low
Everett,Silver Lake Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,82.0,No,,Building A (Main 1003),Classroom Building - Slabs On Grade,Yes,1959,Area 3,2009.0,2003-Present,1.0,Steel Moment Frame,,,Low,No,,
Everett,Silver Lake Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,82.0,No,,Building A (Main 1003),Classroom Building - Slabs On Grade,Yes,1959,Main Area,1967.0,2003-Present,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,Yes,Low,Yes,Low,Low
Everett,Silver Lake Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,82.0,No,,Building A (Main 1003),Classroom Building - Slabs On Grade,Yes,1959,Main Area,2009.0,2003-Present,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,Yes,Low,No,,
Everett,Silver Lake Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,82.0,No,,Building B (Classrooms West 1002),Elementary School - Multi-Story,Yes,1937,Area 1,1937.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,Yes,Very High,No,Low,Low
Everett,Silver Lake Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,82.0,No,,Building B (Classrooms West 1002),Elementary School - Multi-Story,Yes,1937,Area 2,1937.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,Yes,Very High,Yes,Low,Low
Everett,Silver Lake Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,82.0,No,,Building B (Classrooms West 1002),Elementary School - Multi-Story,Yes,1937,Area 3,2009.0,2003-Present,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,Yes,Low,No,,
Everett,Silver Lake Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,82.0,No,,Building C (Classrooms South 1001),Classroom Building - Slabs On Grade,Yes,1959,Main Area,1959.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Everett,Silver Lake Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,82.0,No,,Covered Play,Covered Play,Yes,1987,Main Area,1987.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Moderate,No,Low,Low
Evergreen (Clark),Burnt Bridge Creek Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32.0,No,,Main Building,Elementary School - Single Story,No,1988,Main Area,1988.0,Unknown,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,,Moderate,No,Low,Low
Evergreen (Clark),Burnt Bridge Creek Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32.0,No,,Main Building,Elementary School - Single Story,No,1988,Main Area,1988.0,Unknown,1.0,Steel Moment Frame,Severe,,High,No,Low,Low
Evergreen (Clark),Fircrest Elementary School,Elementary School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,34.0,Yes,,Main Building,Elementary School - Single Story,No,1976,Main Area,1976.0,Unknown,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,,Moderate,No,Low,Low
Evergreen (Clark),Fircrest Elementary School,Elementary School - Rural,High,Very High,Very Dense Soil and Soft Rock,Very Low,34.0,Yes,,Main Building,Elementary School - Single Story,No,1976,Main Area,1976.0,Unknown,1.0,Steel Moment Frame,Severe,,Very High,No,Low,Low
Evergreen (Clark),Hearthwood Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,34.0,No,,Main Building,Elementary School - Single Story,No,1981,Main Area,1981.0,Unknown,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,Yes,Moderate,No,Low,Low
Evergreen (Clark),Hearthwood Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,34.0,No,,Main Building,Elementary School - Single Story,No,1981,Main Area,1981.0,Unknown,1.0,Steel Moment Frame,Severe,Yes,High,No,Low,Low
Evergreen (Clark),Image Elementary School (old),Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32.0,No,,Main,Elementary School - Single Story,No,1976,2 - Covered Play,1976.0,Unknown,1.0,Steel Moment Frame,Severe,,High,No,Low,Low
Evergreen (Clark),Image Elementary School (old),Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32.0,No,,Main,Elementary School - Single Story,No,1976,Main Area,1976.0,Unknown,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,,Moderate,No,Low,Low
Evergreen (Clark),Pacific Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32.0,No,,100 Shop and Arts Building,Wood Shop,No,1983,Main Area,1983.0,Unknown,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,,Moderate,No,Low,Low
Evergreen (Clark),Pacific Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32.0,No,,200 Music Building,Music,No,1983,Main Area,1983.0,Unknown,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,,High,No,Low,Low
Evergreen (Clark),Pacific Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32.0,No,,300 Main Building,Administrative,No,1983,Main Area,1983.0,Unknown,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,,Moderate,No,Low,Low
Evergreen (Clark),Pacific Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32.0,No,,400 Gym Building,Gymnasium,No,1983,Main Area,1983.0,Unknown,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,,High,No,Low,Low
Evergreen (Clark),Pacific Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32.0,No,,Covered Play,Covered Play,No,2002,Covered play,2002.0,Unknown,1.0,Steel Moment Frame,Severe,,Low,No,,
Evergreen (Clark),Riverview Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,35.0,No,,Main Building,Elementary School - Single Story,No,1976,2 - Covered Play,1976.0,Unknown,1.0,Steel Moment Frame,Severe,,High,No,Low,Low
Evergreen (Clark),Riverview Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,35.0,No,,Main Building,Elementary School - Single Story,No,1976,Main Area,1976.0,Unknown,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,,Moderate,No,Low,Low
Evergreen (Clark),Silver Star Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,31.0,No,,200 Building (Gym),Gymnasium,No,1973,3 - Covered Play,1973.0,Unknown,1.0,Steel Moment Frame,Severe,,Very High,No,Low,Low
Evergreen (Clark),Silver Star Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,31.0,No,,200 Building (Gym),Gymnasium,No,1973,Main Area,1973.0,Unknown,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,,High,No,Low,Low
Evergreen (Clark),Silver Star Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,31.0,No,,Covered Play,Covered Play,No,2002,Main Area,2002.0,Unknown,1.0,Steel Moment Frame,,,,No,,
Evergreen (Clark),Silver Star Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,31.0,No,,Main Building,Elementary School - Single Story,No,1973,Main Area,1973.0,Unknown,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,,Moderate,No,Low,Low
Evergreen (Clark),Sunset Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32.0,No,,Main Building,Elementary School - Single Story,No,1976,2-Covered Play,1976.0,Unknown,1.0,Steel Moment Frame,Severe,,High,No,Low,Low
Evergreen (Clark),Sunset Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,32.0,No,,Main Building,Elementary School - Single Story,No,1976,Main Area,1976.0,Unknown,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Severe,,Moderate,No,Low,Low
Federal Way,Adelaide Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,76.0,No,,Building 2,Elementary School - Single Story,Yes,1967,Main Area,1967.0,<1973,1.0,Unreinforced Masonry Bearing Walls,,,Very High,No,Low,Low
Federal Way,Adelaide Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,76.0,No,,Main Building,Elementary School - Single Story,Yes,1964,1967 Addition,1967.0,<1973,1.0,Unreinforced Masonry Bearing Walls,,Yes,Very High,No,Low,Low
Federal Way,Adelaide Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,76.0,No,,Main Building,Elementary School - Single Story,Yes,1964,Main Building,1964.0,<1973,1.0,Unreinforced Masonry Bearing Walls,,Yes,Very High,No,Low,Low
Federal Way,Adelaide Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,76.0,No,,Play Shed,Covered Play,Yes,1964,Main Area,1964.0,<1973,1.0,"Wood, Light Frame",,Yes,Moderate,No,Low,Low
Federal Way,Camelot Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,68.0,Yes,412.0,Main Building,Elementary School - Single Story,Yes,1964,Addition,1975.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Camelot Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,68.0,Yes,412.0,Main Building,Elementary School - Single Story,Yes,1964,Main Building,1964.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Camelot Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,68.0,Yes,412.0,Main Building,Elementary School - Single Story,Yes,1964,Main Building Add'n,1989.0,1976-1985,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,Low,Low
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75.0,No,,Gymnasium,Gymnasium,Yes,1976,Addition,1987.0,1976-1985,1.0,Precast Concrete Tilt-Up Walls,Moderate,Yes,High,No,Low,Low
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75.0,No,,Gymnasium,Gymnasium,Yes,1976,Gym,1976.0,1973,1.0,Precast Concrete Tilt-Up Walls,Moderate,Yes,Very High,No,Low,Low
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75.0,No,,Horticulture,Greenhouse,Yes,1986,Main Area,1987.0,1976-1985,1.0,"Wood, Light Frame",,Yes,Low,No,Low,Low
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75.0,No,,Main Building,High School - Single Story,Yes,1976,Addition,2001.0,1997,1.0,Precast Concrete Tilt-Up Walls,Moderate,Yes,Moderate,No,,
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75.0,No,,Main Building,High School - Single Story,Yes,1976,Additions,1987.0,1976-1985,1.0,Precast Concrete Tilt-Up Walls,Moderate,Yes,High,No,Low,Low
Federal Way,Decatur High School,High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,75.0,No,,Main Building,High School - Single Story,Yes,1976,Main Building,1976.0,<1973,1.0,Precast Concrete Tilt-Up Walls,Moderate,Yes,Very High,No,Low,Low
Federal Way,Federal Way Public Academy,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,High School - Single Story,Yes,2005,Main Area,2005.0,2003-Present,1.0,Precast Concrete Tilt-Up Walls,,,Low,No,,
Federal Way,Federal Way Public Academy,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,High School - Single Story,Yes,2005,Main Building,1979.0,1976-1985,1.0,Precast Concrete Tilt-Up Walls,,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,100 Building - AA Area A,Middle/Junior High School - Single Story,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,200 Building - AA Area B,Classroom Building - Slabs On Grade,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,300 Building - AA Area C,Junior/Senior High School - Single Story,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,400 Building - AA Area D,Junior/Senior High School - Single Story,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,500 Building - AA Area E,Junior/Senior High School - Single Story,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,500 Building - AA Area E,Junior/Senior High School - Single Story,Yes,1970,Main Area,1971.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,600 Building - AA Areas F,Junior/Senior High School - Single Story,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,600 Building - AA Areas F,Junior/Senior High School - Single Story,Yes,1970,Main Area,1971.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,700 Building - AA Area G,Junior/Senior High School - Single Story,Yes,1970,Library,1971.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,700 Building - AA Area G,Junior/Senior High School - Single Story,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,800 Building - AA Area H,Junior/Senior High School - Single Story,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,800 Building - AA Area H,Junior/Senior High School - Single Story,Yes,1970,Main Area,1971.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,900 Building - AA Area J,Gymnasium,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Illahee Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,68.0,No,,900 Building - AA Area J,Gymnasium,Yes,1970,Main Area,1971.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,Building A Main Office - AA Area C,Junior/Senior High School - Single Story,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,Building B - AA Area F (Top Floor) and Area E (Bottom Floor),Middle/Junior High School - Multi-Story,Yes,1970,Main Area,1970.0,<1973,2.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,Building C - AA Area G,Classroom Building - Slabs On Grade,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,Building D - AA Area I,Classroom Building - Slabs On Grade,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,Building D Little Theater - AA Area H,Auditorium/Theater,Yes,1970,Main Area,1970.0,<1973,2.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,Building F1-F4 and Library - AA Area K,Classroom Building - Slabs On Grade,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,Building F5-F8 - AA Area L,Classroom Building - Slabs On Grade,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,Building G - AA Area J,Classroom Building - Slabs On Grade,Yes,1970,Main Area,1970.0,<1973,2.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,"Building H Gymnasium - AA Areas E (Top Floor) and Areas A, B, C, D, and F (Lower Floor)",Gymnasium,Yes,1970,Main Area,1970.0,<1973,2.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,Building I Cafeteria - AA Area D,Cafeteria/Kitchen,Yes,1970,Main Area,1970.0,<1973,2.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,Building J - AA Area B,Classroom Building - Slabs On Grade,Yes,1970,Main Area,1970.0,<1973,2.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Kilo Middle School,Middle/Junior High School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,67.0,Yes,492.0,Building K Custodial and Boiler Room - AA Area A,Maintenance and Operations,Yes,1970,Main Area,1970.0,<1973,2.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Lake Dolloff Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,67.0,No,,Gym and Cafeteria Building,Gymnasium,Yes,1970,Add'l Space,1991.0,1988-1991,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,Low,Low
Federal Way,Lake Dolloff Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,67.0,No,,Gym and Cafeteria Building,Gymnasium,Yes,1970,Gym and Cafeteria ,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Lake Dolloff Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,67.0,No,,Main Building,Elementary School - Single Story,Yes,1970,Add'l Space,1991.0,1988-1991,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,Low,Low
Federal Way,Lake Dolloff Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,67.0,No,,Main Building,Elementary School - Single Story,Yes,1970,Main Building,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Lake Dolloff Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,67.0,No,,Play Shed,Covered Play,Yes,1970,Main Area,1970.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Federal Way,Mark Twain Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,73.0,No,,"A Building/Office/Cafeteria - AA Areas F, G and H",Elementary School - Single Story,Yes,1967,Main Area,1967.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Mark Twain Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,73.0,No,,B Building - AA Area E,Elementary School - Single Story,Yes,1968,Main Area,1968.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Mark Twain Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,73.0,No,,D Building - AA Areas B and C,Elementary School - Single Story,Yes,1968,D Building,1967.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
Federal Way,Mark Twain Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,73.0,No,,D Building - AA Areas B and C,Elementary School - Single Story,Yes,1968,Main Area,1968.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,High,No,Low,Low
